,Target,composition,volume_per_atom,material_id
870,412.585746294874,K2SiAs2,30.6118453401827,870
503,779.585717154416,K2SiF6,15.5951129640314,503
1026,478.585741054356,K2SiP2,27.7704375519887,1026
53,369.585749709151,K2Sn(AsS3)2,26.8169741051826,53
765,236.585760269589,K2SnHgSe4,30.2759932681068,765
883,887.811580454068,K2SrTa2O7,14.8576863037695,883
207,129.585768765581,K2Te,46.4892673426894,207
1064,175.585765113099,K2Te2Pt,33.7158254393515,1064
1078,731.585720965702,K2TeO3,21.3274836379823,1078
584,641.585728111863,K2TiF6,15.5527583465828,584
118,795.585715883987,K2TiO3,16.4775457259929,118
1157,493.585739863329,K2ZnF4,16.2508727214681,1157
1018,483.815832427575,K2ZnO2,17.6468840810873,1018
101,187.585764160277,K2ZnTe2,36.8811261810079,101
1097,1376.58566975155,K2Zr(BO3)2,13.505519347893,1097
159,236.585760269589,K3Ag3As2,28.9063184463681,159
1120,286.5857562995,K3AuO,30.0925677708609,1120
1176,1117.58569031661,K3BP2,29.6666289002341,1176
158,287.585756220098,K3Cu3As2,25.0783270726896,158
903,371.585749550348,K3Cu3P2,23.6101343483266,903
440,275.58575717292,K3IO,31.1641796675136,440
231,263.585758125741,K3InP2,32.2997103233473,231
438,1212.58568277344,K3NO3,20.1775533696217,438
157,904.376237450921,K3NbO8,16.080101595004,157
18,135.955789672884,K3Sb,39.2463409095157,18
1132,188.585764080876,K3Sb2Au3,31.8680359696188,1132
625,895.010789549938,K3TaO8,16.0350098636433,625
518,504.585738989909,K3Zn2F7,15.3442411296116,518
484,765.585718266041,K4BeAs2,35.1883509638886,484
1215,848.585711675692,K4BeP2,32.6941919783948,1215
456,322.585753441035,K4Br2O,32.8107831579046,456
485,257.585758602152,K4CdAs2,39.7079967121097,485
446,346.585751535392,K4CdP2,36.957296287674,446
481,230.585760746,K4HgAs2,39.3932059863081,481
1081,324.585753282232,K4HgP2,36.6952638051606,1081
959,289.585756061294,K4I2O,36.2110405395694,959
787,324.585753282232,K4ZnAs2,37.4653556776284,787
82,414.58574613607,K4ZnP2,34.9969179067266,82
434,247.58575939617,K5CuSb2,36.8302385675781,434
100,531.585736846061,KAg2PS4,23.5451402068014,100
509,542.585735972641,KAgO,23.2739719392673,509
195,150.585767098144,KAgSe,27.0302884236722,195
1248,622.585729620497,KAuO2,20.6063484668165,1248
877,335.585752408812,KAuS,29.7962728786116,877
1216,229.957086739953,KAuSe,32.511073978761,1216
466,222.585761381215,KAuSe2,29.3673753014486,466
513,550.585735337426,KBiO2,20.2720371930769,513
781,108.585770433019,KBr,33.05535835969,781
351,508.585738672302,KBrF4,18.6766777388555,351
962,193.585763683867,KCaBi,41.8334087086982,962
1258,212.585762175232,KCaBr3,33.7439525676937,1258
855,1524.58565800008,KCaCO3F,14.8715687562189,855
335,139.585767971563,KCl,28.2937754036844,335
985,635.585728588274,KCuO,20.2878880909335,985
586,672.585725650408,KCuO2,18.1274619760005,586
444,428.585745024445,KCuS,29.8955358952791,444
900,194.585763604465,KCuTe,29.3285977843307,900
1054,204.585762810447,KF,17.3063344171198,1054
210,272.585757411125,KGa3,25.2161278258048,210
1262,219.718383216585,KGeBr3,37.0387860977498,1262
367,753.585719218863,KH,23.1045851254147,367
373,3336.58551412403,KH2N,13.8277044484995,373
814,3261.58552007917,KHO,14.3454424104171,814
572,2551.58557645444,KHS,23.6846879435223,572
1213,334.585752488214,KHfCuS3,21.7121441048421,1213
285,93.5857716240459,KI,41.0538440821222,285
272,599.585731446739,KInP2S7,26.5131516883369,272
222,182.585764557286,KInTe2,35.9201199746071,222
996,449.585743357008,KLaO2,18.9916884489797,996
184,253.585758919759,KLaS2,29.4663678625497,184
83,144.585767574554,KLaTe2,39.7038643920505,83
462,450.585743277606,KLi2As,23.8705453526386,462
1052,399.585747327097,KLiS,22.0018363603734,1052
1082,366.585749947356,KLiSe,25.0143495092918,1082
611,325.58575320283,KLiTe,30.661133970432,611
693,631.585728905881,KLiZnO2,13.3941238065619,693
964,450.585743277606,KLiZnS2,21.1289035907789,964
354,1362.58567086317,KMgH3,13.0275727638713,354
878,260.585758363946,KMgSb,32.6947369153114,878
1031,2109.58561155003,KN3,17.6499928147348,1031
856,1373.58566998975,KNO3,16.338139170259,856
677,641.585728111863,KNa2CuO2,17.579453593284,677
896,856.608845977842,KNbO3,13.6836767971533,896
992,375.58574923274,KNbS2,20.5301471355292,992
994,259.585758443348,KNbSe2,23.4391485250963,994
822,2275.58559836933,KP(HO)2,15.1757492211488,822
107,478.585741054356,KS,31.5009689677687,107
835,1153.19058649616,KSO2F,18.5902632425628,835
715,1194.58568420267,KSb(PO4)2,14.6496976955145,715
464,152.58576693934,KSb2,36.9839055099186,464
39,609.585730652721,KSbO2,20.1025356290046,39
685,624.585729461694,KSbO3,16.1282300940506,685
77,330.585752805821,KSbS2,31.167027945394,77
1019,557.585734781614,KScO2,14.0719055131133,1019
1129,252.585758999161,KSe,35.9264177827618,1129
1121,869.764042435507,KSeO2F,19.8414780367058,1121
544,179.585764795492,KSnAs,32.6929751786844,544
545,150.585767098144,KSnSb,37.954173183832,545
555,876.585709452442,KTaO3,13.0983459882966,555
242,169.58576558951,KTe,43.1489398023906,242
412,270.585757569928,KTlCl4,33.1639976040337,412
425,339.585752091205,KTlO,24.7918787508287,425
1014,418.585745818463,KTlO2,16.4523851811992,1014
1048,496.585739625123,KYO2,16.5340813431417,1048
204,173.585765271902,KYTe2,36.2177524494381,204
898,244.585759634375,KZnAs,27.4213591278666,898
802,488.585740260338,KZnF3,14.1051707143418,802
901,353.58575097958,KZnP,25.048126617162,901
902,206.585762651643,KZnSb,32.4844834950252,902
1137,331.585752726419,KZrCuS3,22.0818487699379,1137
216,523.585737481275,La2O3,16.6033742002256,216
613,462.585742324784,La2SO2,19.9186982273723,613
889,445.585743674615,La2SeO2,20.9130652132807,889
616,474.585741371963,La2TeO2,22.5687531882854,616
916,536.737220056597,LaAgO2,19.8576107193852,916
471,726.585721362711,LaAlO3,11.1485240704427,471
333,160.585766304126,LaBr3,32.2624607282742,333
308,476.585741213159,LaBrO,22.0269336863189,308
742,2145.58560869157,LaCN2Cl,16.2580039768086,742
721,2063.58561520251,LaCN2F,13.4550870462395,721
282,241.58575987258,LaCl3,27.3794824066212,282
310,494.585739783927,LaClO,19.8184073268686,310
1238,1840.58563290911,LaCoN3,16.0619596976388,1238
226,640.585728191265,LaCuO2,18.2798674450935,226
808,503.585739069311,LaCuSO,16.9803055004369,808
702,470.58574168957,LaCuSeO,18.2678198398363,702
741,501.585739228114,LaN,22.0406381896449,741
658,793.394529551434,LaNbO4,14.5159255136275,658
879,526.58573724307,LaOF,16.344129236388,879
665,310.585754393857,LaSF,19.2234413186603,665
455,472.585741530766,LaSO,19.6393389696951,455
963,319.585753679241,LaSeF,21.4036086405751,963
689,460.585742483588,LaZnAsO,19.3624170677866,689
875,479.585740974954,LaZnPO,18.3284159264333,875
1159,2042.58561686995,Li2CN2,12.1037099497965,1159
507,1542.58565657085,Li2CO3,10.2415239335216,507
951,745.585719854077,Li2CaGeO4,11.3625233652383,951
201,566.585734066998,Li2CaHfF8,11.8473411411864,201
950,934.585704847138,Li2CaSiO4,10.6738214456482,950
192,396.585747565303,Li2CuSb,15.8800230203137,192
172,789.585716360398,Li2GeO3,11.0982225344352,172
215,660.585726603229,Li2O,8.42655612709635,215
1049,800.585715486978,Li2O2,8.43496084368437,1049
23,1100.58569166644,Li2PNO2,9.88376523953331,23
269,626.58572930289,Li2PbO3,11.1407565639042,269
949,611.585730493917,Li2PdO2,10.8188107769346,949
72,457.585742721793,Li2S,15.6069068920026,72
275,400.585747247695,Li2Se,18.1785214358693,275
635,1018.58569817739,Li2SiO3,10.21301385267,635
383,351.585751138383,Li2Te,23.0388271911432,383
587,572.585733590587,Li2ZrF6,11.6853181544909,587
526,662.585726444426,Li2ZrN2,10.3464086917703,526
595,747.670257877052,Li2ZrO3,10.5086889810953,595
942,464.585742165981,Li3As,16.1902937772942,942
193,399.585747327097,Li3AuS2,17.4352632618119,193
328,377.585749073937,Li3Bi,19.1100666910169,328
1047,456.585742801195,Li3LaP2,17.8213357217656,1047
1046,384.585748518124,Li3LaSb2,23.2288219282166,1046
936,477.585741133757,Li3NbS4,28.4436529606135,936
894,500.585739307516,Li3P,14.704850547164,894
244,403.58574700949,Li3Sb,17.6579286820627,244
947,520.58573771948,Li3VS4,26.4026535314857,947
467,641.585728111863,Li4NCl,12.8405875349532,467
463,669.585725888613,Li5Br2N,17.6540304185123,463
468,632.58572882648,Li5NCl2,13.9229297301687,468
646,798.585715645782,Li5ReO6,8.97901250455399,646
476,768.938863274887,Li5SbO5,10.1089461383603,476
934,861.585710643469,Li5TaO5,10.0751486310967,934
404,479.585740974954,LiAg3O2,14.7105799328839,404
961,603.585731129131,LiAgO,13.9999654856486,961
1245,595.585731764346,LiAgO2,12.0386986761451,1245
540,863.585710484666,LiAlO2,10.8164726662683,540
618,331.585752726419,LiAlTe2,30.7288764658364,618
1116,711.585722553738,LiAsF6,12.7206666777573,1116
1175,722.585721680318,LiAsO3,10.0288369342789,1175
720,385.585748438722,LiAsS2,20.1908848257098,720
1244,653.585727159042,LiAuO2,12.4218723326645,1244
1125,1204.58568340865,LiBC,7.65719719574819,1125
1148,497.585739545722,LiBeAs,14.5479754556104,1148
480,1070.58569404849,LiBeN,8.59872774835227,480
1240,555.585734940418,LiBeP,13.0216324536327,1240
1156,468.585741848374,LiBeSb,17.0387083739718,1156
414,564.585734225802,LiBiF6,14.276341598458,414
533,300.585755187875,LiBiS2,21.9343357358228,533
331,334.585752488214,LiBr,20.9495604307864,331
1164,305.585754790866,LiCaAs,24.8586273221364,1164
521,629.585729064685,LiCaN,14.4625879016796,521
196,364.58575010616,LiCaSb,24.8352137155169,196
287,393.585747803508,LiCl,17.1011983633492,287
921,365.585750026758,LiCoS2,14.3975138259571,921
915,674.585725491604,LiCuF2,11.087088384959,915
653,662.585726444426,LiCuO,11.8301997053692,653
1117,630.585728985283,LiCuO2,9.76835327584918,1117
69,593.585731923149,LiF,8.51107702436607,69
641,331.585752726419,LiGaTe2,30.8248634942827,641
24,856.585711040478,LiGe2N3,11.3962688459786,24
1091,1052.58569547773,LiGeBO4,10.3897145060028,1091
352,1045.58569603354,LiH,8.00104596558186,352
756,247.58575939617,LiI,27.2275500629083,756
688,610.585730573319,LiInO2,11.4001306684545,688
229,351.585751138383,LiInSe2,27.2367895788737,229
245,325.58575320283,LiInTe2,34.1176699872199,245
775,287.585756220098,LiMgBi,26.7781669091525,775
393,2131.58560980319,LiN3,11.3543297499931,393
1017,1445.58566427282,LiNO3,10.0989931894696,1017
582,564.585734225802,LiNbO2,9.90297257046722,582
566,850.585711516889,LiNbO3,11.1267063911155,566
991,357.585750661972,LiNbS2,16.0456447863267,991
1115,894.58570802321,LiPF6,11.6997632025457,1115
550,1111.58569079302,LiPN2,9.52151668926245,550
153,571.585733669989,LiRhO2,9.82797472113588,153
585,662.585726444426,LiSbF6,14.1319774481904,585
960,663.585726365024,LiSbO3,12.1561357083457,960
798,689.585724300577,LiScO2,10.4345865826093,798
799,1062.58569468371,LiSi2N3,9.920336792596,799
1092,1106.58569119003,LiSiBO4,9.77285867354076,1092
560,859.585710802273,LiTaO3,10.9133343735603,560
563,546.585735655034,LiYF4,12.4877798217735,563
185,262.585758205143,LiYS2,20.528397047277,185
186,226.585761063607,LiYSe2,23.3866784080701,186
1111,357.585750661972,LiZnAs,17.8069765931761,1111
943,596.585731684944,LiZnN,10.0198723990413,943
1168,364.58575010616,LiZnP,15.6916468360027,1168
66,571.585733669989,LiZnPS4,21.9985613700344,66
1243,262.585758205143,LiZnSb,20.8260565803311,1243
1068,493.585739863329,Mg(BeAs)2,16.1363732454374,1068
551,257.585758602152,Mg(InTe2)2,36.5168449934853,551
1023,734.585720727497,Mg(PtO2)3,11.6440619104162,1023
355,1943.58562473073,Mg2FeH6,7.34240522714475,355
824,2071.5856145673,Mg2H6Os,8.28105682379554,824
862,1976.58562211047,Mg2H6Ru,8.14033292270688,862
674,1178.46644551025,Mg2P2O7,11.0181997971082,674
391,254.585758840357,Mg3Sb2,26.694841793737,391
579,477.585741133757,MgP4,19.9576497493368,579
218,547.585735575632,MgPbF6,14.6159363463906,218
986,642.585728032462,MgPdF6,12.8918799804152,986
52,302.585755029071,MgSe,20.9211342641334,52
486,475.585741292561,MgSiP2,21.1772142804739,486
80,1341.58567253061,MgSn(BO3)2,9.95749930808289,80
8,276.585757093518,MgSnAs2,28.5946342773801,8
7,247.58575939617,MgTe,26.7192504905173,7
569,765.585718266041,MgTiO3,10.558039053568,569
632,539.585736210846,MnP4,14.6388794238581,632
198,296.585755505482,MoSe2,24.6854012743883,198
1263,1090.58569246046,N2,6.8822868697185,1263
1050,243.585759713777,Na2AgAs,23.553565754043,1050
897,207.585762572242,Na2AgSb,26.9665503514586,897
968,222.585761381215,Na2AsAu,23.2706818458385,968
633,614.585730255712,Na2HgO2,16.2655785500451,633
421,563.585734305203,Na2Pd3O4,12.796968128138,421
267,599.585731446739,Na2PtO2,14.1726993489367,267
28,355.585750820776,Na2PtS2,20.6869784901317,28
164,225.585761143009,Na2PtSe2,23.3902615954195,164
969,192.585763763268,Na2SbAu,26.4341603108916,969
1070,168.248150423106,Na2TlSb,27.6482213132507,1070
1029,310.585754393857,Na2ZnS2,21.6025140848139,1029
887,226.585761063607,Na2ZrSe3,24.6421886016985,887
652,399.585747327097,Na3AlP2,22.8705449895959,652
543,547.595908876989,Na3HfF7,14.1903076783175,543
1077,251.990237014457,Na3SbSe4,27.1011422027247,1077
843,271.585757490527,Na3YCl6,27.7849418091013,843
454,398.585747406499,Na4Br2O,22.4362094485434,454
1080,353.58575097958,Na4CdP2,26.9837645024827,1080
453,331.585752726419,Na4HgP2,26.8478228148928,453
298,354.585750900178,Na4I2O,25.5128697702139,298
410,496.585739625123,NaAg3O2,16.7392275434067,410
869,552.585735178623,NaAgO,18.0023225927294,869
925,572.585733590587,NaAgO2,13.8038549653129,925
19,338.585752170607,NaAlTe2,29.6751791364762,19
1252,603.585731129131,NaAuO2,14.2446586770143,1252
415,563.585734305203,NaBiF6,17.0943039118621,415
302,543.861203079371,NaBiO2,16.1046852538783,302
313,553.585735099221,NaBiO3,15.2063210518905,313
845,268.585757728732,NaBiS2,24.0536718049092,845
1165,223.585761301813,NaCaAs,28.1944692285809,1165
604,429.585744945044,NaCdF3,15.1196343756507,604
1250,675.585725412203,NaCuO2,13.7923143389258,1250
334,119.585769559599,NaI,34.8375480580895,334
655,486.585740419141,NaInO2,12.9510751104646,655
233,270.585757569928,NaInS2,21.5982904171638,233
270,168.585765668911,NaInSe2,24.9217718319418,270
271,185.585764319081,NaInTe2,32.275491171429,271
938,539.585736210846,NaLaO2,16.5755608828179,938
844,302.585755029071,NaLaS2,25.6519793104565,844
648,342.585751852999,NaLi2Sb,20.0688426792435,648
487,1331.58567332463,NaNO2,13.9719478024635,487
614,873.585709690648,NaNbO3,12.5756500709288,614
993,266.585757887536,NaNbSe2,20.8929631040688,993
1087,566.585734066998,NaRhO2,11.2730568359655,1087
928,619.585729858703,NaSbO2,16.0778090855792,928
610,644.585727873658,NaSbO3,13.600988397881,610
672,307.585754632062,NaSbS2,24.820265363981,672
1196,217.585761778224,NaSrAs,27.6624057586183,1196
1226,507.585738751704,NaTl2GaF6,15.7175761141778,1226
148,544.585735813837,NaTl2RhF6,16.3064785281569,148
508,428.585745024445,NaTlO2,14.0955441560035,508
27,279.585756855312,NaYS2,23.0202482535792,27
1110,313.352607426604,NaZrCuS3,19.8831081334957,1110
1059,1091.58569238106,NbBO4,9.23051247780382,1059
739,435.585744468633,NbCu3S4,21.1482809957887,739
590,316.585753917446,NbCu3Se4,23.2766705574191,590
1242,261.585758284545,NbCu3Te4,26.7654133323581,1242
1145,308.58575455266,NbFeSb,17.7223711999358,1145
1158,783.585716836809,NbInO4,12.629559429497,1158
945,781.585716995612,NbNO,11.1167765324035,945
643,249.585759237366,NbSbRu,19.881118298189,643
631,465.585742086579,NiP2,14.916122079137,631
17,483.585740657347,P2Ir,15.4989381253907,17
323,470.58574168957,P2Os,14.95320269107,323
443,457.585742721793,P2Pd,17.1589574827888,443
891,501.585739228114,P2Pt,15.8819830892019,891
190,466.585742007177,P2Rh,15.3649803160155,190
155,453.5857430394,P2Ru,14.7498040518031,155
549,3355.71470112078,PHN2,10.0202530136467,549
919,1342.58567245121,PNO,12.7780391322949,919
522,311.585754314455,PbF2,17.9753359299163,522
252,224.585761222411,PbS,27.0871229110355,252
261,138.585768050965,PbSe,30.1268671067778,261
133,652.585727238444,PdF4,13.5423774867017,133
1103,657.585726841435,PtF4,13.7236175304922,1103
106,703.585723188952,PtO2,11.1730194517691,106
458,445.585743674615,PtS,19.1174949329516,458
1224,1423.58566601966,Rb2AlTlH6,16.3873625389883,1224
124,276.585757093518,Rb2As2Pt,32.2013426104589,124
175,280.791301144135,Rb2As3,37.3595524572772,175
1085,603.585731129131,Rb2GeF6,18.4818916143334,1085
1202,308.752056036861,Rb2GeSe3,36.8513537212851,1202
825,2097.58561250285,Rb2H6Pt,17.6567759334567,825
365,3643.74343709997,Rb2HBrO,28.0492128618166,365
141,579.585733034774,Rb2HfF6,18.3575031162174,141
647,615.58573017631,Rb2HgO2,25.9216461238982,647
1090,450.585743277606,Rb2MgF4,17.075325453793,1090
1221,477.223657546782,Rb2NaAsF6,17.0515515807023,1221
1217,511.585738434097,Rb2NaGaF6,15.6242201040699,1217
149,558.585734702212,Rb2NaRhF6,16.221031013125,149
139,275.58575717292,Rb2O,27.1051517862029,139
977,832.585712946121,Rb2O2,23.2938125439472,977
246,506.585738831106,Rb2P3,33.1427675213407,246
76,348.585751376589,Rb2Pd3S4,26.1169760128411,76
437,252.585758999161,Rb2PdBr6,34.232876853716,437
55,1826.58563402074,Rb2PdC2,27.4492672006079,55
439,337.585752250008,Rb2PdCl6,29.3169546518062,439
150,614.585730255712,Rb2PdF6,18.8221128570645,150
56,1797.58563632339,Rb2PtC2,27.2150516484803,56
341,336.58575232941,Rb2PtCl6,29.418645825168,341
1020,588.585732320158,Rb2PtF6,17.6701217180922,1020
989,350.585751217785,Rb2PtS2,27.2941200759451,989
1063,207.585762572242,Rb2PtSe2,30.6086465968017,1063
1005,174.585765192501,Rb2S,40.13348234475,1005
904,452.585743118802,Rb2S3,32.1527914410499,904
68,99.5857711476351,Rb2Se,44.6521947181664,68
905,232.585760587197,Rb2Se3,35.8540849358551,905
428,315.585753996848,Rb2SeCl6,30.5947732426124,428
860,406.585746771285,Rb2SiAs2,33.6161620282478,860
42,762.585718504247,Rb2SiF6,17.7402369432535,42
89,579.585733034774,Rb2SiS3,31.311540573695,89
976,674.585725491604,Rb2Sn2O3,24.6636536652971,976
1100,217.585761778224,Rb2SnAs2,38.1595483230282,1100
315,319.585753679241,Rb2SnCl6,31.3765156084476,315
608,84.585772338662,Rb2Te,53.1670691377264,608
514,142.585767733358,Rb2Te5,41.029250635389,514
777,215.585761937027,Rb2TeBr6,38.2294501462963,777
426,376.585749153339,Rb2TiCl6,29.8925674138422,426
140,568.585733908194,Rb2ZrF6,18.6298589535286,140
606,266.836451502285,Rb3AuO,35.4538139599724,606
1183,975.585701591665,Rb3BAs2,35.996901931377,1183
1184,1114.58569055482,Rb3BP2,33.4237007530766,1184
1133,186.585764239679,Rb3Sb2Au3,35.2428494817336,1133
493,298.994915617669,Rb4Br2O,38.3844981964459,493
948,270.585757569928,Rb4I2O,42.4315739420364,948
687,658.201640188855,RbAlF4,14.7102755915912,687
500,83.5857724180638,RbAu,37.0977598949003,500
1143,242.585759793179,RbAu3Se2,32.152085532909,1143
409,238.585760110786,RbAuBr3,36.4913741830035,409
767,348.585751376589,RbAuCl4,32.9157319282192,767
539,584.585732637766,RbAuF4,20.5178783901146,539
764,192.585763763268,RbAuI3,43.757094226185,764
43,545.585735734436,RbAuO,25.5099427805914,43
910,620.585729779301,RbAuO2,23.1138780285404,910
1107,335.585752408812,RbAuS,32.5564487797268,1107
1186,231.038961115798,RbAuSe,35.6059371422629,1186
892,1394.58566832231,RbBe2BO3F2,13.1293015528285,892
416,552.585735178623,RbBiF6,18.9963889021448,416
483,551.585735258025,RbBiO2,22.7408508715987,483
494,236.585760269589,RbBiS2,29.4276729958307,494
339,85.5857722592602,RbBr,37.0921232514818,339
459,791.585716201595,RbBrO3,19.6460906612494,459
1210,224.585761222411,RbCaAs,35.7960251561281,1210
1254,225.525573716136,RbCaBr3,37.8670586468379,1254
559,471.09385029797,RbCaF3,18.4340088511055,559
363,1285.58567697711,RbCaH3,18.7691309508091,363
1211,201.585763048652,RbCaSb,41.8114963916283,1211
859,468.970084623747,RbCdF3,18.2605936079493,859
336,113.58577003601,RbCl,37.5739634397246,336
59,317.585753838044,RbCu3S2,18.9044992307511,59
909,628.585729144087,RbCuO,22.5872224895525,909
908,669.585725888613,RbCuO2,20.2624257001812,908
81,233.585760507795,RbF,23.6265694550495,81
690,694.585723903569,RbGeIO6,16.4241289779251,690
378,718.585721997925,RbH,27.5025866010868,378
866,3337.58551404463,RbH2N,16.4909619489786,866
442,3521.5854994347,RbH3O2,12.0900604233356,442
813,3289.58551785592,RbHO,17.1057337482395,813
861,2564.45830324459,RbHS,27.4607357632037,861
1198,154.585766780536,RbHfAgTe3,33.5339017987802,1198
338,69.5857735296889,RbI,45.1851300620274,338
402,749.58571953647,RbIO3,19.8143174020516,402
262,181.585764636688,RbInTe2,38.414848220798,262
997,443.585743833418,RbLaO2,20.165374308663,997
1139,250.585759157964,RbLaS2,31.1268868259081,1139
885,165.585765907117,RbLaSe2,34.754458014208,885
441,374.585749312142,RbLiCl2,27.9026213993317,441
1079,376.585749153339,RbLiS,24.1566307633537,1079
1126,346.585751535392,RbLiSe,27.2398930776676,1126
1045,459.58574256299,RbMgF3,14.0708802594697,1045
797,2092.58561289986,RbN3,20.6139509747382,797
912,1321.58567411864,RbNO2,18.4628537610187,912
723,652.585727238444,RbPS3,30.8224913973947,723
1260,142.585767733358,RbPbBr3,38.5931476264657,1260
1261,223.585761301813,RbPbCl3,33.6880837367641,1261
589,977.585701432861,RbReO4,20.299768943686,589
724,480.585740895552,RbS,38.4368432982894,724
818,1153.58568745815,RbSO2F,20.7588378188377,818
753,168.585765668911,RbSb2,42.4253583518259,753
1206,645.585727794256,RbSbF6,17.8782798807872,1206
40,607.585730811524,RbSbO2,22.504768607481,40
955,544.585735813837,RbScO2,15.0471997975344,955
1109,254.585758840357,RbSe,40.7783151441213,1109
1253,238.455945233247,RbSnCl3,35.1844878906041,1253
716,1208.11958141958,RbTa(PO4)2,16.5122225851135,716
1191,949.585703656112,RbTcO4,19.8696116887497,1191
1106,203.585762889849,RbTeAu,38.8822510666975,1106
1015,411.585746374276,RbTlO2,17.5973799819342,1015
163,489.585740180936,RbYO2,17.6159929659788,163
205,171.585765430706,RbYTe2,38.0438557409422,205
1192,311.585754314455,RbZn4P3,21.3019513064796,1192
1189,411.585746374276,Rh2S3,16.6859100230183,1189
241,554.585735019819,RhF3,12.5381641404222,241
234,439.585744151026,RuS2,15.0766920947519,234
213,260.585758363946,RuSe2,18.0765308970878,213
96,227.585760984206,Sb2Ir,22.8204827498381,96
399,210.585762334036,Sb2Os,22.0585515028814,399
1067,354.585750900178,SbIrS,18.9548047802681,1067
854,363.585750185562,Sc2S3,21.381175766135,854
853,296.585755505482,Sc2Se3,24.4725326081455,853
729,1145.58568809336,Sc2Si2O7,11.8254164781909,729
920,926.585705482352,Sc2Ti2O7,13.459919544017,920
918,749.58571953647,Sc2TiO5,12.8435043047689,918
1187,566.585734066998,ScAgO2,14.2305295345835,1187
111,247.58575939617,ScAgSe2,22.149888362276,111
1185,765.585718266041,ScAlCO,11.8127827634547,1185
681,925.585705561754,ScAsO4,12.0097672680068,681
1076,1315.58567459506,ScBO3,10.2964198164844,1076
1162,273.585757331723,ScCoTe,18.7187368170764,1162
622,656.585726920836,ScCuO2,13.0460799513721,622
868,361.585750344365,ScCuS2,18.3222828114955,868
48,637.585728429471,ScF3,16.8496969037686,48
714,802.585715328175,ScNbO4,12.071596578522,714
505,236.585760269589,ScNiBi,20.4026017294048,505
542,262.585758205143,ScNiSb,19.0152180783487,542
600,1154.58568737874,ScPO4,10.8008297201195,600
771,240.585759951982,ScSbPd,21.6062076070229,771
884,258.58575852275,ScSbPt,21.7707996841293,884
461,234.585760428393,ScSnAu,23.116429912467,461
726,811.585714613559,ScTaO4,11.9697403133417,726
166,480.585740895552,Si,20.4441459442474,166
612,1128.58568944319,Si2N2O,12.1688487359173,612
1040,494.585739783927,Si3NiP4,17.6492019835364,1040
167,502.585739148713,Si4P4Ru,17.01423885203,167
78,833.76774568019,SiC,10.496228122384,78
857,1177.5856855525,SiO2,13.3568659418668,857
379,504.585738989909,SiOs,13.7730920621554,379
212,471.585741610168,SiRu,13.3546641796891,212
14,344.585751694196,SiSn,27.9460894370566,14
57,230.585760746,Sn(HgSe2)2,30.192665442366,57
907,439.585744151026,SnF2,19.3573627753723,907
558,578.585733114176,SnHgF6,17.4737941178238,558
1057,717.585722077327,SnO2,12.6223264215157,1057
398,123.585769241992,SnSe,27.8922834717691,398
564,346.585751535392,Sr(AlTe2)2,34.2056293646988,564
923,734.585720727497,Sr(AsO3)2,13.0071550174917,923
88,1049.58569571593,Sr(BeN)2,12.0546684161333,88
1033,288.585756140696,Sr(CdP)2,24.4606021673834,1033
135,592.585732002551,Sr(CuO)2,15.0290625289766,135
774,473.585741451365,Sr(Li2P)2,17.9254570145304,774
1151,259.585758443348,Sr(MgSb)2,30.8817642139606,1151
1113,652.585727238444,Sr(SbO3)2,15.0672824933023,1113
967,190.585763922072,Sr(ZnAs)2,23.0703768979616,967
1032,314.58575407625,Sr(ZnP)2,20.9082193829418,1032
1074,121.585769400796,Sr2BiAu,32.2607331955548,1074
314,397.585747485901,Sr2BrN,25.105220760951,314
746,2084.58561353508,Sr2C(NCl)2,21.7250187808495,746
932,163.58576606592,Sr2CaI6,45.9680170464322,932
703,631.585728905881,Sr2CuBrO2,22.8889626400807,703
1075,618.585729938105,Sr2GaGeN,23.8679332040058,1075
388,144.585767574554,Sr2Ge,34.3210071837645,388
547,1786.58563719681,Sr2H5Rh,14.0451557926345,547
369,1774.58563814963,Sr2H6Ru,12.3469188480033,369
694,447.585743515811,Sr2I2O,32.9691906320308,694
770,375.58574923274,Sr2IN,27.5224075819362,770
126,1326.58567372164,Sr2Mg(BO3)2,11.7153886312959,126
311,408.585746612481,Sr2NCl,23.5796674487112,311
64,217.585761778224,Sr2Si,33.5603352276316,64
1073,122.585769321394,Sr2SnHg,33.2348793475521,1073
93,809.503367956457,Sr2TaGaO6,12.6671895160788,93
708,811.585714613559,Sr2TiO4,13.9756574639589,708
1135,666.585726126819,Sr2ZnN2,19.4501340185755,1135
773,365.585750026758,Sr3BiN,29.1255222871189,773
965,381.58574875633,Sr3SbN,28.3819588899768,965
532,803.585715248773,Sr3Ti2O7,13.2735435496312,532
1038,440.339528974153,Sr4As2O,28.0383018049421,1038
1037,462.699108638473,Sr4P2O,26.7971402651381,1037
1251,525.585737322471,SrAgO2,16.0457345865068,1251
1203,1230.58568134421,SrAlGeH,19.5700153350195,1203
778,1205.58568332925,SrAlSiH,19.2276673724431,778
701,512.585738354695,SrBiBrO2,22.1422963506482,701
684,550.585735337426,SrBiClO2,20.926031483811,684
704,509.5857385929,SrBiIO2,24.024074328636,704
749,133.585768447974,SrBr2,36.4635441353985,749
309,295.585755584884,SrBrF,22.6624131895089,309
90,2014.5856190932,SrCN2,17.5960036724792,90
929,199.585763207456,SrCa2I6,44.6991669393539,929
92,200.585763128054,SrCaGe,31.0972176862079,92
