composition,material_id,target,composition_obj,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,max ionic char,avg ionic char
Sr3BiP3O12,551,,Sr3 Bi1 P3 O12,0.25,0.457521603209381,0.4850917815486488,0.5165180087652353,0.5305175673962627,0.5398351410103991,0.075268817204301,0.8817204301075269,0.8064516129032258,0.1805319750990379,0.2848717719596104,0.075268817204301,0.0736842105263157,0.8514851485148515,0.7821782178217822,0.766759002770083,0.4377314477329057,0.9052631578947368,0.0616952669153057,0.8558817107028106,0.7941864437875048,0.1597634238488459,0.2707679255946085,0.0616952669153057,0.0107088755811908,0.2719854869663611,0.2612766113851704,0.0696096948479642,0.1488020697265855,0.0107088755811908,0.0625,0.8823529411764706,0.8235294117647058,0.7701396348012889,0.4570637119113571,0.9375,0.1666666666666666,0.8333333333333334,0.6666666666666666,0.3070175438596491,0.3545706371191135,0.1666666666666666,0.1643192488262911,0.7699530516431925,0.6056338028169014,0.3106004447739067,0.369552495025555,0.1643192488262911,0.0501567398119122,0.8307210031347962,0.7805642633228841,0.6221745586536875,0.526854175531222,0.8307210031347962,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.5921052631578948,0.4254847645429361,0.8,0.0,1.0,1.0,0.0526315789473684,0.1994459833795013,0.0,0.0,1.0,1.0,0.0526315789473684,0.1994459833795013,0.0,0.0357142857142857,1.0,0.9642857142857144,0.1936090225563909,0.1697665215670756,0.1785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3789473684210526,0.2393351800554016,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1363636363636363,0.1363636363636363,0.0861244019138755,0.0543943591035003,0.0909090909090909,0.0314642451759364,0.4412258796821793,0.4097616345062429,0.1268657455215245,0.2410143166625384,0.0314642451759364,0.0,0.2069272889341653,0.2069272889341653,0.0326727298317103,0.1100555110120768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9823788546255506,0.9823788546255506,0.1852538836076976,0.5034473501165387,0.0440528634361233,1.0,0.5921052631578948,0.0526315789473684,0.0526315789473684,0.854910185886191,0.5819134168421378
ZrSe2,552,,Zr1 Se2,0.0833333333333333,0.5789026494498102,0.5635845619183567,0.5676748962979851,0.5761624948553288,0.5837415101915121,0.3548387096774194,0.4193548387096774,0.064516129032258,0.3763440860215054,0.057347670250896,0.3548387096774194,0.4526315789473684,0.8712871287128713,0.4455445544554455,0.7684210526315789,0.4210526315789473,0.9263157894736842,0.3208008525052217,0.371271637435396,0.0504707849301743,0.3376244474819465,0.0448629199379327,0.3208008525052217,0.126015032856479,0.5550001443952334,0.4289851115387544,0.2690100700360638,0.3813200991455595,0.126015032856479,0.1875,0.8823529411764706,0.7058823529411765,0.6734693877551021,0.6666666666666665,0.9375,0.5,0.6666666666666666,0.1666666666666666,0.5555555555555555,0.1481481481481481,0.5,0.4178403755868544,0.676056338028169,0.2582159624413145,0.5039123630672927,0.2295252999478352,0.4178403755868544,0.1692789968652037,0.5517241379310345,0.3824451410658306,0.4242424242424241,0.3399512365029606,0.5517241379310345,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.5,0.711111111111111,0.8,0.2,1.0,0.8,0.7333333333333332,0.711111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1071428571428571,0.5357142857142857,0.4285714285714285,0.3928571428571428,0.3809523809523809,0.5357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2666666666666666,0.3555555555555555,0.4,0.0,0.8888888888888888,0.8888888888888888,0.2962962962962963,0.7901234567901235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.3636363636363636,0.2727272727272727,0.1818181818181818,0.2424242424242424,0.0909090909090909,0.1594097616345062,0.1841543700340522,0.0247446083995459,0.1759061672342035,0.0219952074662631,0.1841543700340522,0.0,0.1017445562205526,0.1017445562205526,0.0678297041470351,0.0904396055293801,0.1017445562205526,0.0,0.0,0.0,0.0,0.0,0.0,0.052863436123348,0.8458149779735683,0.7929515418502202,0.3171806167400881,0.7048458149779736,0.052863436123348,1.0,0.5,0.7333333333333332,0.0,0.3372017523981319,0.2997348910205615
BaIn2P4O14,553,,Ba1 In2 P4 O14,0.25,0.5063335931789938,0.5339325780072504,0.5626142592457104,0.575236489757081,0.5836605316916703,0.075268817204301,0.5913978494623656,0.5161290322580645,0.1561699948796722,0.2200277960646624,0.075268817204301,0.0842105263157894,0.8514851485148515,0.7722772277227723,0.8461152882205514,0.1707124955245256,0.9052631578947368,0.0616952669153057,0.5610021166946771,0.4993068497793714,0.1359407357942947,0.2076035866508291,0.0616952669153057,0.0107088755811908,0.2588586475679905,0.2481497719867997,0.045027434469255,0.0915161570348378,0.0107088755811908,0.0625,0.8823529411764706,0.8235294117647058,0.848396501457726,0.1972789115646257,0.9375,0.1666666666666666,0.8333333333333334,0.6666666666666666,0.2777777777777777,0.2962962962962962,0.1666666666666666,0.1643192488262911,0.863849765258216,0.6995305164319249,0.2682763246143527,0.2772188687681646,0.1643192488262911,0.0313479623824451,0.8307210031347962,0.799373040752351,0.6684579788028063,0.4327013982186395,0.8307210031347962,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.625,0.3555555555555554,0.8,0.0,1.0,1.0,0.0952380952380952,0.3446712018140589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357142857142857,0.4285714285714285,0.3928571428571428,0.1887755102040816,0.0913508260447035,0.1785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4761904761904761,0.2938775510204081,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2272727272727272,0.2272727272727272,0.1082251082251082,0.0667903525046382,0.0909090909090909,0.0314642451759364,0.5262202043132804,0.4947559591373439,0.0914203350654775,0.1598829063721096,0.0314642451759364,0.0,0.2069272889341653,0.2069272889341653,0.0394147217017457,0.127628622653272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1344661212502622,0.3435523989331415,0.0440528634361233,1.0,0.625,0.0952380952380952,0.0,0.8716815973956068,0.4465087919590244
La2NiVO6,554,,La2 Ni1 V1 O6,0.25,0.4180303780370116,0.4436903085536562,0.4754123169620974,0.4903116901459736,0.5003935470554584,0.075268817204301,0.6021505376344086,0.5268817204301075,0.2182795698924731,0.343225806451613,0.075268817204301,0.1263157894736842,0.8514851485148515,0.7326732673267327,0.6789473684210526,0.5431578947368422,0.9052631578947368,0.0616952669153057,0.5674980902668179,0.5058028233515119,0.1948058878960901,0.3194654903538824,0.0616952669153057,0.0107088755811908,0.5694396677334411,0.5587307921522503,0.1702734845720256,0.3829550615780036,0.0107088755811908,0.125,0.8823529411764706,0.7647058823529411,0.6551020408163265,0.6449999999999999,0.9375,0.1666666666666666,0.8333333333333334,0.6666666666666666,0.3666666666666667,0.48,0.1666666666666666,0.1643192488262911,0.8262910798122066,0.6619718309859155,0.3647887323943662,0.4811267605633804,0.1643192488262911,0.0971786833855799,0.8307210031347962,0.7335423197492162,0.5793103448275864,0.6033855799373041,0.8307210031347962,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.45,0.768,0.8,0.0,0.8,0.8,0.1299999999999999,0.3359999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.3214285714285714,0.25,0.1678571428571428,0.0871428571428571,0.1785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.24,0.384,0.4,0.0,1.0,1.0,0.3,0.7511111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.4090909090909091,0.3181818181818182,0.1772727272727272,0.2418181818181818,0.0909090909090909,0.0314642451759364,0.2838365493757094,0.2523723041997729,0.0865879682179342,0.1577988649262202,0.0314642451759364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2820889722413263,0.2820889722413263,0.0282088972241326,0.1015520300068774,0.0,0.0440528634361233,1.0,0.9559471365638766,0.3938325991189427,0.8394713656387666,0.0440528634361233,1.0,0.45,0.1299999999999999,0.0,0.8091736347605313,0.6692887220947887
TiO2,555,,Ti1 O2,0.0833333333333333,0.5789026494498102,0.5635845619183567,0.5676748962979851,0.5761624948553288,0.5837415101915121,0.075268817204301,0.2258064516129032,0.1505376344086021,0.1254480286738351,0.1338112305854241,0.075268817204301,0.4421052631578947,0.8514851485148515,0.4356435643564356,0.7508771929824561,0.4116959064327486,0.9052631578947368,0.0616952669153057,0.1928419389505978,0.131146672035292,0.1054108242604031,0.1165748195869262,0.0616952669153057,0.0107088755811908,0.505905765045327,0.4951968894641362,0.1757745054025695,0.4401750128570099,0.0107088755811908,0.1875,0.8823529411764706,0.7058823529411765,0.6734693877551021,0.6666666666666665,0.9375,0.1666666666666666,0.5,0.3333333333333333,0.2777777777777777,0.2962962962962963,0.1666666666666666,0.1643192488262911,0.6056338028169014,0.4413145539906103,0.3114241001564944,0.3922796035472092,0.1643192488262911,0.2351097178683385,0.8307210031347962,0.5956112852664577,0.6321839080459769,0.5294322535701846,0.8307210031347962,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.5,0.711111111111111,0.8,0.0,0.2,0.2,0.0666666666666666,0.1777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1071428571428571,0.1785714285714285,0.0714285714285714,0.1547619047619047,0.0634920634920635,0.1785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2666666666666666,0.3555555555555555,0.4,0.0,0.8888888888888888,0.8888888888888888,0.2962962962962963,0.7901234567901235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.3636363636363636,0.2727272727272727,0.1818181818181818,0.2424242424242424,0.0909090909090909,0.0314642451759364,0.1003405221339387,0.0688762769580022,0.0544230041619372,0.061223357296002,0.0314642451759364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0675951333059928e-05,1.0675951333059928e-05,3.558650444353309e-06,9.489734518275487e-06,0.0,0.0440528634361233,0.8458149779735683,0.801762114537445,0.3113069016152716,0.7126774351443956,0.0440528634361233,1.0,0.5,0.0666666666666666,0.0,0.6451193632025009,0.5734394339577784
Sn0.5GaZn5.5O8,556,,Sn0.5 Ga1 Zn5.5 O8,0.25,0.4236858323058514,0.4109281291838538,0.4074847666058614,0.4121431031292898,0.4186793145022691,0.075268817204301,0.5268817204301075,0.4516129032258064,0.1935483870967742,0.2523297491039426,0.075268817204301,0.7157894736842105,0.8514851485148515,0.1782178217821782,0.8242105263157894,0.1738947368421052,0.9052631578947368,0.0616952669153057,0.4843864445611926,0.4226911776458869,0.1650380674989956,0.2204646412452049,0.0616952669153057,0.0107088755811908,0.1781758418898448,0.167466966308654,0.0803964655547358,0.1498800819464827,0.0107088755811908,0.6875,0.8823529411764706,0.2352941176470588,0.8122448979591838,0.231111111111111,0.9375,0.1666666666666666,0.6666666666666666,0.5,0.3277777777777778,0.3437037037037037,0.1666666666666666,0.1643192488262911,0.5070422535211268,0.3427230046948357,0.2896713615023474,0.2674178403755868,0.1643192488262911,0.2695924764890282,0.8307210031347962,0.5611285266457681,0.5754440961337512,0.5445907349355625,0.8307210031347962,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.425,0.7395555555555555,0.8,0.0,1.0,1.0,0.4666666666666666,0.9955555555555552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1785714285714285,0.4642857142857143,0.2857142857142857,0.2833333333333333,0.2234920634920635,0.1785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3066666666666667,0.4497777777777778,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2272727272727272,0.2272727272727272,0.0696969696969697,0.1022222222222222,0.0909090909090909,0.0314642451759364,0.251032917139614,0.2195686719636776,0.0608520620506999,0.0626940093328288,0.0314642451759364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0440528634361233,0.8458149779735683,0.801762114537445,0.3722466960352422,0.7265785609397944,0.0440528634361233,1.0,0.425,0.4666666666666666,0.0,0.5981128907461275,0.5772972407939178
K2PbGe2S6,558,,K2 Pb1 Ge2 S6,0.25,0.354798392373592,0.3729341328513097,0.4042895313860919,0.4208422357704673,0.4322662579863435,0.1612903225806451,0.8709677419354839,0.7096774193548387,0.262952101661779,0.2722829467697502,0.1612903225806451,0.0210526315789473,0.8613861386138614,0.8415841584158416,0.7291866028708134,0.5150065245759027,0.9157894736842104,0.1278110074872405,0.8485547223230256,0.7207437148357851,0.228955950996169,0.2731892413642059,0.1278110074872405,0.0846733648552503,0.3143589245443018,0.2296855596890514,0.140159321643127,0.131725077811239,0.0982806465756014,0.0,0.8823529411764706,0.8823529411764706,0.7179962894248609,0.5330578512396693,0.9375,0.3333333333333333,0.8333333333333334,0.5,0.4393939393939393,0.2314049586776859,0.3333333333333333,0.3474178403755869,0.8075117370892019,0.460093896713615,0.461374306444729,0.2802933302293097,0.3474178403755869,0.0094043887147335,0.5611285266457681,0.5517241379310346,0.4212026218295811,0.3276768828207986,0.5611285266457681,0.5,1.0,0.5,0.909090909090909,0.2975206611570247,1.0,0.0,0.6666666666666666,0.6666666666666666,0.5113636363636364,0.5553719008264462,0.8,0.0,1.0,1.0,0.2727272727272726,0.7933884297520661,0.0,0.0,1.0,1.0,0.0909090909090909,0.3305785123966942,0.0,0.0,0.9642857142857144,0.9642857142857144,0.2694805194805195,0.3943329397874852,0.1785714285714285,0.0,1.0,1.0,0.1818181818181818,0.5950413223140493,0.0,0.0,0.8,0.8,0.4363636363636363,0.3966942148760329,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.1818181818181818,0.1363636363636363,0.1074380165289256,0.0811419984973704,0.0909090909090909,0.1576844494892167,0.6126371547486946,0.4549527052594778,0.2583961063530285,0.2576298533786662,0.1829455164585698,0.0,0.2804023939895581,0.2804023939895581,0.1618142458585601,0.2587377777403593,0.2804023939895581,0.0,0.0,0.0,0.0,0.0,0.0,0.2995594713656387,1.0,0.7004405286343612,0.6131357629154985,0.6841664542906033,0.2995594713656387,0.909090909090909,0.5113636363636364,0.2727272727272726,0.0909090909090909,0.5849687775837243,0.3447501054226209
Rb4GeP4Se12,559,,Rb4 Ge1 P4 Se12,0.25,0.3939796447096286,0.4098010121221467,0.4384365898889987,0.4539461434786155,0.4647084267765958,0.1505376344086021,0.3870967741935484,0.2365591397849462,0.3210445468509985,0.12991002852754,0.3548387096774194,0.031578947368421,0.8712871287128713,0.8415841584158416,0.7388471177944862,0.5388709869912878,0.9263157894736842,0.123320169391543,0.3475827975613688,0.2242626281698258,0.2870482795277539,0.1247452267704463,0.3208008525052217,0.0783541043688746,0.3143589245443018,0.2360048201754271,0.1170692793327665,0.058026416665921,0.126015032856479,0.0,0.8823529411764706,0.8823529411764706,0.7259475218658893,0.5646258503401359,0.9375,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.1269841269841269,0.5,0.3568075117370892,0.8873239436619719,0.5305164319248826,0.4956405097250168,0.2984254734757753,0.4178403755868544,0.0094043887147335,0.5517241379310345,0.542319749216301,0.418868487834005,0.3189104272848115,0.5517241379310345,0.5,1.0,0.5,0.9047619047619044,0.3083900226757368,1.0,0.0,0.6666666666666666,0.6666666666666666,0.5535714285714287,0.4861678004535146,0.8,0.0,1.0,1.0,0.619047619047619,0.9433106575963716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5357142857142857,0.5357142857142857,0.3554421768707483,0.4327826368642695,0.5357142857142857,0.0,1.0,1.0,0.1904761904761904,0.6167800453514737,0.0,0.0,0.8,0.8,0.380952380952381,0.2902494331065759,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.1818181818181818,0.1363636363636363,0.0952380952380952,0.0478251906823335,0.0909090909090909,0.1537365547804767,0.7725993189557321,0.6188627641752554,0.2891847802306038,0.3683158390286691,0.1841543700340522,0.0,0.2069272889341653,0.2069272889341653,0.0998769047922237,0.0858311149919452,0.1017445562205526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2674638137193203,0.6942971021007521,0.052863436123348,0.9047619047619044,0.5535714285714287,0.619047619047619,0.0,0.5717011489261534,0.3433128894689877
CsTa3Se2O12,560,,Cs1 Ta3 Se2 O12,0.25,0.5011247462179838,0.5321359322090236,0.5624645393658332,0.5752253233503805,0.5836603103316564,0.075268817204301,0.7741935483870968,0.6989247311827957,0.2508960573476702,0.4683393070489844,0.075268817204301,0.0421052631578947,0.8712871287128713,0.8316831683168316,0.7912280701754386,0.3641325536062377,0.9052631578947368,0.0616952669153057,0.7405177765890787,0.6788225096737728,0.2303502271500833,0.4497465606260733,0.0616952669153057,0.0107088755811908,0.8600678920133684,0.8493590164321776,0.1686800321228345,0.4609252399270226,0.0107088755811908,0.0,0.8823529411764706,0.8823529411764706,0.7551020408163266,0.5185185185185184,0.9375,0.1666666666666666,0.8333333333333334,0.6666666666666666,0.3518518518518518,0.4938271604938271,0.1666666666666666,0.1643192488262911,1.0,0.8356807511737089,0.3202921231090246,0.4159276647539559,0.1643192488262911,0.0,0.8307210031347962,0.8307210031347962,0.6522117729014283,0.4760246139556483,0.8307210031347962,0.5,1.0,0.5,0.9722222222222222,0.1049382716049382,1.0,0.0,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5530864197530863,0.8,0.0,1.0,1.0,0.1611111111111111,0.465432098765432,0.0,0.0,1.0,1.0,0.1666666666666666,0.5555555555555555,0.0,0.0,0.6428571428571429,0.6428571428571429,0.2857142857142857,0.3492063492063492,0.1785714285714285,0.0,1.0,1.0,0.0555555555555555,0.2098765432098763,0.0,0.0,0.4,0.4,0.3111111111111111,0.2765432098765431,0.4,0.0,0.7777777777777778,0.7777777777777778,0.1296296296296296,0.4320987654320987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.3181818181818182,0.2727272727272727,0.1262626262626262,0.1279461279461279,0.0909090909090909,0.0314642451759364,1.0,0.9685357548240636,0.1158809433724303,0.2268146466557362,0.0314642451759364,0.0,0.1017445562205526,0.1017445562205526,0.0113049506911725,0.04019538023528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0440528634361233,1.0,0.9559471365638766,0.2574645129711209,0.6600315440256702,0.0440528634361233,0.9722222222222222,0.5833333333333334,0.1611111111111111,0.1666666666666666,0.8977160262078098,0.5234199807770356
Hg0.01Zn0.99Te,561,,Hg0.01 Zn0.99 Te1,0.1666666666666666,0.5098485069627372,0.4688909301861198,0.437306881780256,0.4256848606907965,0.4170425488888457,0.3118279569892473,0.8494623655913979,0.5376344086021505,0.4327956989247312,0.239516129032258,0.5483870967741935,0.7157894736842105,0.8811881188118812,0.2079207920792079,0.8264210526315788,0.2208421052631579,0.936842105263158,0.264914252753773,0.8213521873924605,0.5564379346386874,0.3957253171152999,0.2590059074358232,0.5209720021304399,0.0578394797571009,0.1860466947931079,0.1282072150360069,0.1815095865308126,0.0090742165245905,0.1860466947931079,0.6875,0.8823529411764706,0.2352941176470588,0.7959183673469389,0.2499999999999999,0.9375,0.5,0.8333333333333334,0.3333333333333333,0.585,0.1683,0.6666666666666666,0.4272300469483568,0.5023474178403756,0.0751173708920187,0.4650234741784038,0.0748309859154929,0.5023474178403756,0.2695924764890282,0.4106583072100314,0.1410658307210032,0.3406739811912225,0.1407413793103448,0.4106583072100314,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.375,0.7999999999999998,0.8,1.0,1.0,0.0,0.9999999999999998,0.0,1.0,0.0,1.0,1.0,0.005,0.0198999999999999,0.0,0.3928571428571428,0.8928571428571429,0.5,0.4667857142857143,0.1463785714285714,0.5357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.3999999999999999,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0454545454545454,0.0909090909090909,0.0909090909090909,0.0755505107832009,0.2644570563750283,0.1889065455918274,0.1705158192752281,0.1880313108142139,0.2644570563750283,0.0,0.0590856997325862,0.0590856997325862,0.0295428498662931,0.0590856997325862,0.0590856997325862,0.0,0.0,0.0,0.0,0.0,0.0,0.6607929515418502,0.8458149779735683,0.185022026431718,0.7526872246696035,0.1843929515418502,0.6607929515418502,1.0,0.375,0.9999999999999998,0.005,0.0535730498017461,0.0533884621864702
Ge0.02Si0.98,562,,Ge0.02 Si0.98,0.0833333333333333,0.9672640334074876,0.9715394818890568,0.9737362259159692,0.9745130487408996,0.9750196137725644,0.1397849462365591,0.3333333333333333,0.1935483870967742,0.1436559139784946,0.015174193548387,0.1397849462365591,0.8105263157894737,0.7722772277227723,0.0099009900990099,0.8107368421052631,0.0008252631578946,0.8105263157894737,0.1114339291580144,0.294791772208524,0.1833578430505095,0.1151010860190246,0.0143752548951599,0.1114339291580144,0.3143589245443018,0.4392214209016039,0.124862496357302,0.4367241709744578,0.0097892197144124,0.4392214209016039,0.8125,0.7647058823529411,0.0,0.7959183673469388,2.2204460492503126e-16,0.8125,0.3333333333333333,0.5,0.1666666666666666,0.3366666666666666,0.0130666666666666,0.3333333333333333,0.3755868544600939,0.4178403755868544,0.0422535211267605,0.3764319248826291,0.003312676056338,0.3755868544600939,0.347962382445141,0.3824451410658306,0.0344827586206895,0.3486520376175548,0.002703448275862,0.347962382445141,1.0,1.0,0.0,1.0,0.0,1.0,0.4,0.3333333333333333,0.0,0.375,0.0,0.4,0.0,1.0,1.0,0.0199999999999999,0.0783999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1071428571428571,0.4642857142857143,0.3571428571428571,0.1142857142857143,0.028,0.1071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.1818181818181818,0.0,0.1818181818181818,0.0,0.1818181818181818,0.1343927355278093,0.1576844494892167,0.0232917139614074,0.1348585698070374,0.0018260703745743,0.1343927355278093,0.0487711702534063,0.098433719597606,0.0496625493441996,0.097440468610722,0.0038935438685852,0.098433719597606,0.0,0.0,0.0,0.0,0.0,0.0,0.9823788546255506,0.9911894273127754,0.0088105726872246,0.9910132158590308,0.0006907488986783,0.9911894273127754,1.0,0.375,0.0199999999999999,0.0,0.0032779076325218,0.0002569879583897
